15	16	0	38.2227	27.8157	2.18598	3.79196	0.966276	129	129	3.81478	497549	1.35229	15069	6.02466	0	0	18758	2	4289	23.8312	3.30095	0.059867	9.35948	0.022156	
16	17	1	52.6019	8.11091	1.70419	4.05658	0.199346	148	148	4.06065	162390	0.406639	3790	1.21754	0	365	6236	2	235	3.94901	1.07956	6.4e-05	0.546585	0.003435	
17	18	0	64.8393	28.3394	1.66171	4.81816	1.02817	175	175	4.81034	518429	1.32193	14796	5.31668	0	0	19426	2	3418	23.4058	3.23667	0	9.7473	0.019106	
18	19	0	39.2955	28.3291	1.67618	3.84745	1.47033	139	139	3.84843	322242	0.839807	14148	5.63697	0	0	11304	2	7657	24.3643	1.90233	0	11.4548	0.024755	
19	20	0	33.7793	28.3266	1.6753	2.79523	1.41713	101	101	2.83165	414082	1.07776	14633	5.59591	0	0	14988	2	6233	25.4162	2.47324	0	11.7147	0.025583	
20	21	1	32.7129	4.81572	1.68593	3.21314	0.154837	115	115	3.23548	53225	0.134362	1285	0.40856	0	131	1925	2	145	1.48791	0.400532	0.004362	0.198411	0.002657	
21	22	0	53.345	28.3105	1.68897	3.31996	1.20991	120	120	3.33266	538055	1.37163	17162	5.92002	0	0	20396	2	5776	24.8737	3.34719	0	10.0397	0.019967	
22	23	0	41.2584	28.3182	1.67478	3.07178	0.618972	117	117	3.08553	697951	1.82225	17009	5.65069	0	0	26482	2	2022	25.1331	4.39446	0.004896	9.62747	0.022226	
23	24	0	55.5664	28.2748	1.72591	3.49036	1.83803	132	132	3.5021	388500	1.01429	12233	4.41841	0	0	13106	2	4568	24.6713	2.16998	0	11.9519	0.033322	
24	25	0	48.3128	28.102	1.89897	3.89581	0.993524	143	143	4.00545	593070	1.53296	16212	5.96733	0	0	22012	2	3757	23.9793	3.75271	0.001829	8.69745	0.023378	
25	26	0	54.8421	28.2543	1.73241	4.54663	1.02622	134	134	4.53378	537971	1.53975	13863	5.48054	0	0	19954	2	2616	23.5887	3.67268	0.003241	8.66078	0.027406	
26	27	1	28.1174	6.57303	1.75395	4.11438	0.191429	144	144	4.11993	61595	0.163686	2459	0.852478	0	199	2193	2	1136	2.33202	0.460869	0.01515	0.244586	0.003997	
27	28	0	27.7146	28.3155	1.68411	3.77589	0.605398	136	136	3.77517	528098	1.58375	14554	5.86947	0	0	20079	2	2936	24.27	3.90058	0.15464	9.54603	0.024673	
29	30	1	31.7725	16.8699	1.41008	3.69069	0.703404	140	140	3.69834	371370	0.971598	9319	3.02005	0	725	13803	2	1295	13.0629	2.32934	0.002014	4.2803	0.014055	
30	31	0	54.6499	28.2139	1.78498	3.6769	1.02987	136	136	3.68633	571016	1.45988	13000	4.09131	0	0	21463	2	528	24.3789	3.4874	0.044793	12.0176	0.025193	
31	32	0	51.2845	28.3538	1.64677	3.81798	0.86156	141	141	3.81502	650552	1.62388	19050	6.51567	0	0	24778	2	4775	24.2422	3.94397	0.180097	8.44755	0.019349	
32	33	0	41.9082	28.3461	1.6544	3.57569	1.002	132	132	3.58309	582138	1.48134	17590	6.17421	0	0	21846	2	5154	24.6538	3.53683	0.003783	9.36619	0.02133	
33	34	0	60.1937	27.9015	2.07842	4.72854	2.05281	137	137	4.75519	227058	0.856289	5401	2.36051	0	0	7784	2	107	23.0139	2.92669	0	12.5166	0.028602	
34	35	0	48.6686	28.6056	1.39487	5.11709	4.0851	173	173	5.08386	225433	0.730413	13021	5.82496	0	0	4539	2	10355	23.3637	0.88669	0	6.12025	0.058905	
36	37	0	45.4095	27.7246	2.26662	5.87804	0.644663	127	127	5.93102	466766	1.61748	11660	5.18601	0	0	17616	2	945	21.1884	4.02327	0.423238	7.47295	0.024798	
37	38	0	45.3045	28.3032	1.68345	4.45965	0.734567	142	142	4.48962	597351	1.63975	14075	5.01417	0	0	22994	2	1215	23.6895	4.19101	0	9.90268	0.016756	
38	39	0	57.2997	28.0872	1.90422	9.72213	2.39245	193	193	9.69573	182369	0.552672	8703	3.21736	0	0	5091	2	5470	18.1195	1.10404	0	8.04084	0.031535	
39	40	0	66.5386	27.8052	2.1446	5.94218	2.71274	160	160	5.92135	161973	0.762025	12704	6.32762	0	0	4890	2	9520	21.6637	1.46098	0	5.81832	0.045129	
40	41	0	42.8613	27.7935	2.17177	4.24893	0.921573	116	116	4.25907	416381	1.45386	9941	4.35422	0	0	15480	2	722	23.3462	3.46851	0.0517	10.2756	0.029307	
41	42	1	44.479	5.49582	2.17159	4.49651	0.035191	116	116	4.52909	24869	0.094721	659	0.312653	0	197	963	2	126	0.835234	0.385217	0.00653	0.026642	0.000954	
42	43	0	62.3405	26.9332	3.06271	5.59949	0.864361	134	134	5.59075	425152	1.54626	11180	5.24758	0	0	16098	2	1688	20.9154	3.87671	0.256811	6.83882	0.027379	
43	44	0	61.2068	27.5727	2.38582	6.87225	1.3238	152	152	6.80784	327205	1.48058	7774	4.31964	0	0	11970	2	761	20.4736	3.5749	0.069557	6.86727	0.031267	
44	45	0	32.8493	27.2882	2.62532	3.48467	0.851572	121	121	3.49138	502119	1.33632	13070	4.48052	0	0	18667	2	1771	23.5587	3.23717	0.122436	11.1857	0.02562	
